"Estacion","Fecha inicial","Fecha final","P"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-11","","604.43014921"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-10","","604.85454176"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-09","","604.0969409"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-08","","603.43832832"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-07","","603.78616008"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-06","","603.64365049"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-05","","603.27375595"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-04","","603.20885952"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-03","","602.61578937"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-02","","603.72535322"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-01","","604.30962429"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-30","","605.1900312"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-29","","604.91150391"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-28","","604.43103484"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-27","","604.37444779"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-26","","604.60860385"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-25","","604.63131929"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-24","","604.41226453"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-23","","604.0515806"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-22","","603.98814808"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-21","","604.2997364"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-20","","604.30795199"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-19","","603.53526923"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-18","","603.89472227"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-17","","604.23590273"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-16","","604.87914687"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-15","","603.94315103"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-14","","603.30546646"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-13","","602.88202965"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-12","","603.48022421"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-11","","603.91502042"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-10","","604.18580166"
