"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-02","","22.4996875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-01","","23.50902562"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-30","","23.29205972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-29","","22.67263194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-28","","21.79290469"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-27","","21.79450383"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-26","","21.92325149"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-25","","23.21798611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-24","","24.67763889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-23","","22.63171528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-22","","23.65528472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-21","","24.42763194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-20","","23.75338889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-19","","22.28951389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-18","","23.49039583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-17","","24.98326389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-16","","22.37030556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-15","","22.33247222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-14","","22.36100695"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-13","","23.71439583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-12","","25.14533333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-11","","23.69571528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-10","","23.24445833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-09","","21.97548611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-08","","25.63111111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-07","","24.87376389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-06","","24.59435417"
